timestamp_now,artist,followers_now,popularity_now,timestamp_prev,followers_prev,popularity_prev,followers_delta_%
2025-08-01 06:31:55.453603+00:00,KNEECAP,390755,67,2025-07-31 06:30:50.860475+00:00,390755,67,0.0
2025-08-01 06:31:55.497927+00:00,CMAT,159066,65,2025-07-31 06:30:50.951832+00:00,159066,65,0.0
2025-08-01 06:31:55.572055+00:00,NewDad,150717,54,2025-07-31 06:30:51.023254+00:00,150717,53,0.0
2025-08-01 06:31:55.639598+00:00,SELLO,7299,27,2025-07-31 06:30:51.096714+00:00,7299,27,0.0
2025-08-01 06:31:55.693429+00:00,Aby Coulibaly,15630,34,2025-07-31 06:30:51.162374+00:00,15630,34,0.0
2025-08-01 06:31:55.730032+00:00,Inhaler,493879,62,2025-07-31 06:30:51.244996+00:00,493879,62,0.0
2025-08-01 06:31:55.764992+00:00,MOIO,65255,48,2025-07-31 06:30:51.310222+00:00,65255,48,0.0
2025-08-01 06:31:55.827480+00:00,Monjola,12702,29,2025-07-31 06:30:51.382569+00:00,12702,29,0.0
2025-08-01 06:31:55.889930+00:00,Fizzy Orange,5408,31,2025-07-31 06:30:51.450321+00:00,5408,31,0.0
2025-08-01 06:31:55.933952+00:00,Annie-Dog,1776,13,2025-07-31 06:30:51.523057+00:00,1776,13,0.0
2025-08-01 06:31:55.994800+00:00,Kojaque,53473,37,2025-07-31 06:30:51.590897+00:00,53473,37,0.0
